 Jurisdiccion ; Sexo ; Edad(q) ; Poblacion;Fecha
30;1;60;33713;2027
30;1;65;30685;2027
30;1;70;26483;2027
30;1;75;21014;2027
30;1;80;14750;2027
30;1;85;9430;2027
30;1;90;4702;2027
30;1;95;1727;2027
30;1;100;267;2027
34;1;0;20220;2027
34;1;5;23836;2027
34;1;10;28389;2027
34;1;15;27094;2027
34;1;20;27914;2027
34;1;25;27874;2027
34;1;30;27765;2027
34;1;35;23889;2027
34;1;40;18768;2027
34;1;45;18827;2027
34;1;50;16444;2027
34;1;55;14372;2027
34;1;60;13156;2027
34;1;65;11505;2027
34;1;70;9241;2027
34;1;75;6483;2027
34;1;80;4012;2027
34;1;85;2237;2027
34;1;90;1052;2027
34;1;95;317;2027
34;1;100;61;2027
38;1;0;18620;2027
38;1;5;24438;2027
38;1;10;32355;2027
38;1;15;32073;2027
38;1;20;34100;2027
38;1;25;34067;2027
38;1;30;32418;2027
38;1;35;30874;2027
38;1;40;29495;2027
38;1;45;29929;2027
38;1;50;25760;2027
38;1;55;19646;2027
38;1;60;16766;2027
38;1;65;14555;2027
38;1;70;12154;2027
38;1;75;8860;2027
38;1;80;5621;2027
38;1;85;3279;2027
38;1;90;1509;2027
38;1;95;454;2027
38;1;100;55;2027
42;1;0;8122;2027
42;1;5;10263;2027
42;1;10;13334;2027
42;1;15;12679;2027
42;1;20;12473;2027
42;1;25;13684;2027
42;1;30;14804;2027
42;1;35;15125;2027
42;1;40;14287;2027
42;1;45;13461;2027
42;1;50;11801;2027
42;1;55;10062;2027
42;1;60;9486;2027
42;1;65;8284;2027
42;1;70;7180;2027
42;1;75;5963;2027
42;1;80;4441;2027
42;1;85;2822;2027
42;1;90;1425;2027
42;1;95;500;2027
42;1;100;102;2027
46;1;0;10064;2027
46;1;5;12169;2027
46;1;10;15178;2027
46;1;15;15453;2027
46;1;20;16810;2027
46;1;25;16979;2027
46;1;30;18035;2027
46;1;35;16809;2027
46;1;40;13972;2027
46;1;45;14449;2027
46;1;50;12473;2027
46;1;55;9747;2027
46;1;60;8666;2027
46;1;65;7442;2027
46;1;70;5989;2027
46;1;75;4488;2027
46;1;80;2854;2027
46;1;85;1649;2027
46;1;90;827;2027
46;1;95;285;2027
46;1;100;42;2027
50;1;0;47754;2027
50;1;5;63855;2027
50;1;10;84454;2027
50;1;15;84546;2027
50;1;20;76830;2027
50;1;25;76326;2027
50;1;30;78546;2027
50;1;35;77729;2027
50;1;40;71372;2027
50;1;45;70266;2027
50;1;50;63047;2027
50;1;55;52445;2027
50;1;60;45710;2027
50;1;65;41717;2027
50;1;70;37791;2027
50;1;75;31135;2027
50;1;80;21537;2027
50;1;85;12314;2027
50;1;90;5521;2027
50;1;95;1899;2027
50;1;100;225;2027
54;1;0;46313;2027
54;1;5;55529;2027
54;1;10;64105;2027
54;1;15;59632;2027
54;1;20;59601;2027
54;1;25;59587;2027
54;1;30;54482;2027
54;1;35;49972;2027
54;1;40;43175;2027
54;1;45;40129;2027
54;1;50;34279;2027
54;1;55;28697;2027
54;1;60;26449;2027
54;1;65;23121;2027
54;1;70;17827;2027
54;1;75;11717;2027
54;1;80;6994;2027
54;1;85;3979;2027
54;1;90;1756;2027
54;1;95;508;2027
54;1;100;88;2027
58;1;0;16911;2027
58;1;5;22100;2027
58;1;10;28730;2027
58;1;15;28579;2027
58;1;20;25332;2027
58;1;25;25865;2027
58;1;30;29415;2027
58;1;35;30687;2027
58;1;40;26844;2027
58;1;45;24447;2027
58;1;50;21774;2027
58;1;55;18491;2027
58;1;60;16712;2027
58;1;65;14180;2027
58;1;70;11376;2027
58;1;75;8445;2027
58;1;80;5244;2027
58;1;85;2770;2027
58;1;90;1261;2027
58;1;95;403;2027
58;1;100;63;2027
62;1;0;18074;2027
62;1;5;23508;2027
62;1;10;30790;2027
62;1;15;29869;2027
62;1;20;27597;2027
62;1;25;29727;2027
62;1;30;31596;2027
62;1;35;33253;2027
62;1;40;30793;2027
62;1;45;28031;2027
62;1;50;23979;2027
62;1;55;20203;2027
62;1;60;18838;2027
62;1;65;16754;2027
62;1;70;13846;2027
62;1;75;10906;2027
62;1;80;7448;2027
62;1;85;4196;2027
62;1;90;2054;2027
62;1;95;728;2027
62;1;100;133;2027
66;1;0;39658;2027
66;1;5;53447;2027
66;1;10;66932;2027
66;1;15;64713;2027
66;1;20;60692;2027
66;1;25;64067;2027
66;1;30;62303;2027
66;1;35;57579;2027
66;1;40;51146;2027
66;1;45;49108;2027
66;1;50;42490;2027
66;1;55;33925;2027
66;1;60;28983;2027
66;1;65;24517;2027
66;1;70;20369;2027
66;1;75;15395;2027
66;1;80;9692;2027
66;1;85;5633;2027
66;1;90;2615;2027
66;1;95;838;2027
66;1;100;163;2027
70;1;0;22898;2027
70;1;5;29537;2027
70;1;10;36022;2027
70;1;15;34944;2027
70;1;20;34234;2027
70;1;25;33131;2027
70;1;30;34329;2027
70;1;35;32163;2027
70;1;40;27889;2027
70;1;45;27725;2027
70;1;50;25619;2027
70;1;55;21009;2027
70;1;60;17488;2027
70;1;65;15918;2027
70;1;70;14069;2027
70;1;75;11350;2027
70;1;80;7545;2027
70;1;85;4148;2027
70;1;90;1737;2027
70;1;95;572;2027
70;1;100;75;2027
74;1;0;12337;2027
74;1;5;16383;2027
74;1;10;20490;2027
74;1;15;21660;2027
74;1;20;22340;2027
74;1;25;21690;2027
74;1;30;21159;2027
74;1;35;20764;2027
74;1;40;18810;2027
74;1;45;19143;2027
74;1;50;16588;2027
74;1;55;13559;2027
74;1;60;12192;2027
74;1;65;10832;2027
74;1;70;9078;2027
74;1;75;6944;2027
74;1;80;4626;2027
74;1;85;2419;2027
74;1;90;1011;2027
74;1;95;322;2027
74;1;100;51;2027
78;1;0;7086;2027
78;1;5;10622;2027
78;1;10;14416;2027
78;1;15;16206;2027
78;1;20;12622;2027
78;1;25;9728;2027
78;1;30;12239;2027
78;1;35;13713;2027
78;1;40;13081;2027
78;1;45;12678;2027
78;1;50;10460;2027
78;1;55;8417;2027
78;1;60;7123;2027
78;1;65;5615;2027
78;1;70;4266;2027
78;1;75;2794;2027
78;1;80;1643;2027
78;1;85;946;2027
78;1;90;471;2027
78;1;95;151;2027
78;1;100;22;2027
82;1;0;88697;2027
82;1;5;111461;2027
82;1;10;135870;2027
82;1;15;131048;2027
82;1;20;132088;2027
82;1;25;132250;2027
82;1;30;142214;2027
82;1;35;143455;2027
82;1;40;133685;2027
82;1;45;134467;2027
82;1;50;114542;2027
82;1;55;94043;2027
82;1;60;88367;2027
82;1;65;81778;2027
82;1;70;71477;2027
82;1;75;59188;2027
82;1;80;43129;2027
82;1;85;26586;2027
82;1;90;13454;2027
82;1;95;4858;2027
82;1;100;737;2027
86;1;0;27934;2027
86;1;5;37418;2027
86;1;10;43131;2027
86;1;15;43251;2027
86;1;20;45109;2027
86;1;25;45927;2027
86;1;30;44207;2027
86;1;35;41395;2027
86;1;40;36650;2027
86;1;45;35888;2027
86;1;50;30043;2027
86;1;55;22777;2027
86;1;60;19070;2027
86;1;65;17303;2027
86;1;70;14480;2027
86;1;75;10775;2027
86;1;80;7135;2027
86;1;85;4766;2027
86;1;90;2401;2027
86;1;95;919;2027
86;1;100;229;2027
90;1;0;44402;2027
90;1;5;58616;2027
90;1;10;72222;2027
90;1;15;72353;2027
90;1;20;71572;2027
90;1;25;74627;2027
90;1;30;73553;2027
90;1;35;68728;2027
90;1;40;59794;2027
90;1;45;64211;2027
90;1;50;53841;2027
90;1;55;41040;2027
90;1;60;36308;2027
90;1;65;33892;2027
90;1;70;30124;2027
90;1;75;22267;2027
90;1;80;13047;2027
90;1;85;7410;2027
90;1;90;3815;2027
90;1;95;1350;2027
90;1;100;219;2027
94;1;0;3531;2027
94;1;5;5516;2027
94;1;10;7866;2027
94;1;15;7633;2027
94;1;20;6637;2027
94;1;25;6805;2027
94;1;30;8011;2027
94;1;35;8834;2027
94;1;40;7532;2027
94;1;45;6539;2027
94;1;50;5401;2027
94;1;55;4219;2027
94;1;60;4275;2027
94;1;65;3530;2027
94;1;70;2396;2027
94;1;75;1392;2027
94;1;80;760;2027
94;1;85;419;2027
94;1;90;168;2027
94;1;95;65;2027
94;1;100;12;2027
2;1;0;53395;2028
2;1;5;66243;2028
2;1;10;93358;2028
2;1;15;101371;2028
2;1;20;100699;2028
2;1;25;105017;2028
2;1;30;118587;2028
2;1;35;116915;2028
2;1;40;111797;2028
2;1;45;103905;2028
2;1;50;100234;2028
2;1;55;94801;2028
2;1;60;88524;2028
2;1;65;83539;2028
2;1;70;75948;2028
2;1;75;70702;2028
2;1;80;60987;2028
2;1;85;43010;2028
2;1;90;25272;2028
2;1;95;11124;2028
2;1;100;2870;2028
6;1;0;371697;2028
6;1;5;477531;2028
6;1;10;667035;2028
6;1;15;698408;2028
6;1;20;666870;2028
6;1;25;634650;2028
6;1;30;592828;2028
6;1;35;591308;2028
6;1;40;594582;2028
6;1;45;603533;2028
6;1;50;588452;2028
6;1;55;498920;2028
6;1;60;431917;2028
6;1;65;386548;2028
6;1;70;340887;2028
6;1;75;282074;2028
6;1;80;204801;2028
6;1;85;120373;2028
6;1;90;58307;2028
6;1;95;21913;2028
6;1;100;3268;2028
10;1;0;10304;2028
10;1;5;12614;2028
10;1;10;16856;2028
10;1;15;16603;2028
10;1;20;16928;2028
10;1;25;18942;2028
10;1;30;18543;2028
10;1;35;17472;2028
10;1;40;15708;2028
10;1;45;15531;2028
10;1;50;14059;2028
10;1;55;11142;2028
10;1;60;9194;2028
10;1;65;8066;2028
10;1;70;7038;2028
10;1;75;5449;2028
10;1;80;3550;2028
10;1;85;2050;2028
10;1;90;1042;2028
10;1;95;419;2028
10;1;100;80;2028
14;1;0;89976;2028
14;1;5;111778;2028
14;1;10;142134;2028
14;1;15;151878;2028
14;1;20;155144;2028
14;1;25;149288;2028
14;1;30;151210;2028
14;1;35;147968;2028
14;1;40;136265;2028
14;1;45;138588;2028
14;1;50;130328;2028
14;1;55;105237;2028
14;1;60;94701;2028
14;1;65;87481;2028
14;1;70;76628;2028
14;1;75;64324;2028
14;1;80;47388;2028
14;1;85;27705;2028
14;1;90;12856;2028
14;1;95;4460;2028
14;1;100;626;2028
18;1;0;32234;2028
18;1;5;40035;2028
18;1;10;49345;2028
18;1;15;48251;2028
18;1;20;48663;2028
18;1;25;50045;2028
18;1;30;51142;2028
18;1;35;48275;2028
18;1;40;43063;2028
18;1;45;38935;2028
18;1;50;34850;2028
18;1;55;27863;2028
18;1;60;25276;2028
18;1;65;23153;2028
18;1;70;18912;2028
18;1;75;13843;2028
18;1;80;8974;2028
18;1;85;5456;2028
18;1;90;2846;2028
18;1;95;969;2028
18;1;100;170;2028
22;1;0;40499;2028
22;1;5;46418;2028
22;1;10;56619;2028
22;1;15;52549;2028
22;1;20;49274;2028
22;1;25;51592;2028
22;1;30;47966;2028
22;1;35;46596;2028
22;1;40;38456;2028
22;1;45;39636;2028
22;1;50;33249;2028
22;1;55;27421;2028
22;1;60;25160;2028
22;1;65;21916;2028
22;1;70;17525;2028
22;1;75;11997;2028
22;1;80;7221;2028
22;1;85;4260;2028
22;1;90;1963;2028
22;1;95;625;2028
22;1;100;105;2028
26;1;0;13043;2028
26;1;5;16741;2028
26;1;10;23452;2028
26;1;15;25156;2028
26;1;20;22426;2028
26;1;25;20993;2028
26;1;30;22377;2028
26;1;35;23671;2028
26;1;40;23171;2028
26;1;45;22175;2028
26;1;50;19451;2028
26;1;55;15811;2028
26;1;60;13974;2028
26;1;65;12463;2028
26;1;70;10346;2028
26;1;75;8026;2028
26;1;80;5336;2028
26;1;85;3060;2028
26;1;90;1495;2028
26;1;95;525;2028
26;1;100;80;2028
30;1;0;33195;2028
30;1;5;41701;2028
30;1;10;55720;2028
30;1;15;54643;2028
30;1;20;54161;2028
30;1;25;57066;2028
30;1;30;57766;2028
30;1;35;57185;2028
30;1;40;52554;2028
30;1;45;51017;2028
30;1;50;46323;2028
30;1;55;38127;2028
30;1;60;33837;2028
30;1;65;31067;2028
30;1;70;26856;2028
30;1;75;21426;2028
30;1;80;15170;2028
30;1;85;9541;2028
30;1;90;4843;2028
30;1;95;1786;2028
30;1;100;305;2028
34;1;0;20184;2028
34;1;5;22305;2028
34;1;10;28160;2028
34;1;15;27054;2028
34;1;20;27370;2028
34;1;25;28110;2028
34;1;30;27714;2028
34;1;35;25339;2028
34;1;40;18920;2028
34;1;45;18773;2028
34;1;50;16888;2028
34;1;55;14527;2028
34;1;60;13269;2028
34;1;65;11648;2028
34;1;70;9506;2028
34;1;75;6805;2028
34;1;80;4182;2028
34;1;85;2306;2028
34;1;90;1078;2028
34;1;95;341;2028
34;1;100;63;2028
38;1;0;18662;2028
38;1;5;22371;2028
38;1;10;31615;2028
38;1;15;31764;2028
38;1;20;33288;2028
38;1;25;34744;2028
38;1;30;32640;2028
38;1;35;31311;2028
38;1;40;29528;2028
38;1;45;29934;2028
38;1;50;26910;2028
38;1;55;20630;2028
38;1;60;16924;2028
38;1;65;14878;2028
38;1;70;12365;2028
38;1;75;9244;2028
38;1;80;5859;2028
38;1;85;3369;2028
38;1;90;1568;2028
38;1;95;493;2028
38;1;100;62;2028
42;1;0;8031;2028
42;1;5;9547;2028
42;1;10;12987;2028
42;1;15;12794;2028
42;1;20;12415;2028
42;1;25;13574;2028
42;1;30;14733;2028
42;1;35;15151;2028
42;1;40;14442;2028
42;1;45;13724;2028
42;1;50;12108;2028
42;1;55;10355;2028
42;1;60;9459;2028
42;1;65;8545;2028
42;1;70;7225;2028
42;1;75;6065;2028
42;1;80;4540;2028
42;1;85;2908;2028
42;1;90;1467;2028
42;1;95;536;2028
42;1;100;111;2028
46;1;0;9934;2028
46;1;5;11479;2028
46;1;10;14803;2028
46;1;15;15542;2028
46;1;20;16503;2028
46;1;25;16978;2028
46;1;30;17730;2028
46;1;35;17401;2028
46;1;40;14322;2028
46;1;45;14164;2028
46;1;50;13172;2028
46;1;55;10101;2028
46;1;60;8721;2028
46;1;65;7656;2028
46;1;70;6145;2028
46;1;75;4630;2028
46;1;80;3022;2028
46;1;85;1691;2028
46;1;90;849;2028
46;1;95;306;2028
46;1;100;46;2028
50;1;0;46788;2028
50;1;5;58930;2028
50;1;10;82474;2028
50;1;15;84836;2028
50;1;20;79424;2028
50;1;25;74937;2028
50;1;30;78078;2028
50;1;35;78520;2028
50;1;40;72555;2028
50;1;45;70035;2028
50;1;50;65234;2028
50;1;55;54144;2028
50;1;60;46371;2028
50;1;65;41957;2028
50;1;70;37958;2028
50;1;75;31602;2028
50;1;80;22311;2028
50;1;85;12764;2028
50;1;90;5699;2028
50;1;95;1968;2028
50;1;100;264;2028
54;1;0;46091;2028
54;1;5;52429;2028
54;1;10;64078;2028
54;1;15;60150;2028
54;1;20;58781;2028
54;1;25;60263;2028
54;1;30;55059;2028
54;1;35;51748;2028
54;1;40;43995;2028
54;1;45;40630;2028
54;1;50;35588;2028
54;1;55;29404;2028
54;1;60;26532;2028
54;1;65;23676;2028
54;1;70;18558;2028
54;1;75;12389;2028
54;1;80;7305;2028
54;1;85;4021;2028
54;1;90;1813;2028
54;1;95;534;2028
54;1;100;93;2028
58;1;0;16624;2028
58;1;5;20576;2028
58;1;10;28192;2028
58;1;15;28530;2028
58;1;20;26255;2028
58;1;25;25637;2028
58;1;30;28914;2028
58;1;35;30943;2028
58;1;40;27681;2028
58;1;45;24775;2028
58;1;50;22350;2028
58;1;55;19066;2028
58;1;60;16842;2028
58;1;65;14667;2028
58;1;70;11683;2028
58;1;75;8765;2028
58;1;80;5580;2028
58;1;85;2910;2028
58;1;90;1298;2028
58;1;95;434;2028
58;1;100;72;2028
62;1;0;17816;2028
62;1;5;21822;2028
62;1;10;30224;2028
62;1;15;30046;2028
62;1;20;28072;2028
62;1;25;29419;2028
62;1;30;31343;2028
62;1;35;33203;2028
62;1;40;31539;2028
62;1;45;28604;2028
62;1;50;24778;2028
62;1;55;20783;2028
62;1;60;18852;2028
62;1;65;17185;2028
62;1;70;14194;2028
62;1;75;11170;2028
62;1;80;7796;2028
62;1;85;4391;2028
62;1;90;2076;2028
62;1;95;776;2028
62;1;100;147;2028
66;1;0;38624;2028
66;1;5;49282;2028
66;1;10;66177;2028
66;1;15;65572;2028
66;1;20;60267;2028
66;1;25;63546;2028
66;1;30;62786;2028
66;1;35;59180;2028
66;1;40;51650;2028
66;1;45;49499;2028
66;1;50;44067;2028
66;1;55;35301;2028
66;1;60;29396;2028
66;1;65;25175;2028
66;1;70;20697;2028
66;1;75;15911;2028
66;1;80;10218;2028
66;1;85;5748;2028
66;1;90;2730;2028
66;1;95;882;2028
66;1;100;176;2028
70;1;0;22262;2028
70;1;5;27825;2028
70;1;10;35351;2028
70;1;15;35267;2028
70;1;20;34608;2028
70;1;25;33035;2028
70;1;30;34014;2028
70;1;35;33380;2028
70;1;40;28125;2028
70;1;45;27630;2028
70;1;50;26292;2028
70;1;55;21886;2028
70;1;60;17865;2028
70;1;65;15952;2028
70;1;70;14246;2028
70;1;75;11510;2028
70;1;80;7898;2028
70;1;85;4298;2028
70;1;90;1824;2028
70;1;95;590;2028
70;1;100;86;2028
74;1;0;12322;2028
74;1;5;15246;2028
74;1;10;20029;2028
74;1;15;21394;2028
74;1;20;22399;2028
74;1;25;21963;2028
74;1;30;21334;2028
74;1;35;21024;2028
74;1;40;19144;2028
74;1;45;19005;2028
74;1;50;17386;2028
74;1;55;13989;2028
74;1;60;12286;2028
74;1;65;11064;2028
74;1;70;9242;2028
74;1;75;7135;2028
74;1;80;4807;2028
74;1;85;2540;2028
74;1;90;1047;2028
74;1;95;333;2028
74;1;100;58;2028
78;1;0;6834;2028
78;1;5;9462;2028
78;1;10;14163;2028
78;1;15;16249;2028
78;1;20;13568;2028
78;1;25;9371;2028
78;1;30;11382;2028
78;1;35;13685;2028
78;1;40;13119;2028
78;1;45;12882;2028
78;1;50;10983;2028
78;1;55;8758;2028
78;1;60;7283;2028
78;1;65;5876;2028
78;1;70;4433;2028
78;1;75;2990;2028
78;1;80;1731;2028
78;1;85;969;2028
78;1;90;478;2028
78;1;95;167;2028
78;1;100;24;2028
82;1;0;86123;2028
82;1;5;105205;2028
82;1;10;134347;2028
82;1;15;132054;2028
82;1;20;131285;2028
82;1;25;131765;2028
82;1;30;139842;2028
82;1;35;145209;2028
82;1;40;134509;2028
82;1;45;133917;2028
82;1;50;120337;2028
82;1;55;96298;2028
82;1;60;88144;2028
82;1;65;82677;2028
82;1;70;72271;2028
82;1;75;59661;2028
82;1;80;44155;2028
82;1;85;27057;2028
82;1;90;13514;2028
82;1;95;5019;2028
82;1;100;833;2028
86;1;0;27133;2028
86;1;5;34690;2028
86;1;10;43608;2028
86;1;15;42497;2028
86;1;20;44472;2028
86;1;25;46136;2028
86;1;30;44532;2028
86;1;35;42309;2028
86;1;40;37200;2028
86;1;45;35908;2028
86;1;50;31634;2028
86;1;55;23834;2028
86;1;60;19340;2028
86;1;65;17398;2028
86;1;70;14849;2028
86;1;75;11109;2028
86;1;80;7429;2028
86;1;85;4726;2028
86;1;90;2500;2028
86;1;95;916;2028
86;1;100;240;2028
90;1;0;43246;2028
90;1;5;54840;2028
90;1;10;70974;2028
90;1;15;72773;2028
90;1;20;70746;2028
90;1;25;74481;2028
90;1;30;73569;2028
90;1;35;70532;2028
90;1;40;60730;2028
90;1;45;62524;2028
90;1;50;57667;2028
90;1;55;42420;2028
90;1;60;36581;2028
90;1;65;33958;2028
90;1;70;30469;2028
90;1;75;23234;2028
90;1;80;13959;2028
90;1;85;7480;2028
90;1;90;3835;2028
90;1;95;1410;2028
90;1;100;237;2028
94;1;0;3495;2028
94;1;5;4881;2028
94;1;10;7726;2028
94;1;15;7630;2028
94;1;20;6953;2028
94;1;25;6716;2028
94;1;30;7607;2028
94;1;35;8866;2028
94;1;40;7894;2028
94;1;45;6672;2028
94;1;50;5670;2028
94;1;55;4352;2028
94;1;60;4217;2028
94;1;65;3725;2028
94;1;70;2587;2028
94;1;75;1524;2028
94;1;80;820;2028
94;1;85;440;2028
94;1;90;184;2028
94;1;95;65;2028
94;1;100;14;2028
2;1;0;52341;2029
2;1;5;61339;2029
2;1;10;89534;2029
2;1;15;102079;2029
2;1;20;101532;2029
2;1;25;102444;2029
2;1;30;115984;2029
2;1;35;118656;2029
2;1;40;111272;2029
2;1;45;105341;2029
2;1;50;100689;2029
2;1;55;96085;2029
2;1;60;88431;2029
2;1;65;84188;2029
2;1;70;75985;2029
2;1;75;69546;2029
2;1;80;61319;2029
2;1;85;43442;2029
2;1;90;25227;2029
2;1;95;11323;2029
2;1;100;3073;2029
6;1;0;366897;2029
6;1;5;440144;2029
6;1;10;640472;2029
6;1;15;701220;2029
6;1;20;673349;2029
6;1;25;643812;2029
6;1;30;597972;2029
6;1;35;583202;2029
6;1;40;603151;2029
6;1;45;591796;2029
6;1;50;602560;2029
6;1;55;513095;2029
6;1;60;439639;2029
6;1;65;390330;2029
6;1;70;344287;2029
6;1;75;284732;2029
6;1;80;210946;2029
6;1;85;123524;2029
6;1;90;58463;2029
6;1;95;21894;2029
6;1;100;3771;2029
10;1;0;10305;2029
10;1;5;11604;2029
10;1;10;16471;2029
10;1;15;16589;2029
10;1;20;16835;2029
10;1;25;18602;2029
10;1;30;18723;2029
10;1;35;17757;2029
10;1;40;15958;2029
10;1;45;15443;2029
10;1;50;14582;2029
10;1;55;11616;2029
10;1;60;9415;2029
10;1;65;8176;2029
10;1;70;7121;2029
10;1;75;5656;2029
10;1;80;3734;2029
10;1;85;2124;2029
10;1;90;1067;2029
10;1;95;428;2029
10;1;100;88;2029
14;1;0;89131;2029
14;1;5;105043;2029
14;1;10;138484;2029
14;1;15;151745;2029
14;1;20;155304;2029
14;1;25;150028;2029
14;1;30;151089;2029
14;1;35;149471;2029
14;1;40;138254;2029
14;1;45;136044;2029
14;1;50;135635;2029
14;1;55;108603;2029
14;1;60;95278;2029
14;1;65;88655;2029
14;1;70;77436;2029
14;1;75;64761;2029
14;1;80;48673;2029
14;1;85;28381;2029
14;1;90;13035;2029
14;1;95;4510;2029
14;1;100;718;2029
18;1;0;31611;2029
18;1;5;37631;2029
18;1;10;48814;2029
18;1;15;48416;2029
18;1;20;48088;2029
18;1;25;50075;2029
18;1;30;51100;2029
18;1;35;48536;2029
18;1;40;44544;2029
18;1;45;38948;2029
18;1;50;36330;2029
18;1;55;28719;2029
18;1;60;25245;2029
18;1;65;23511;2029
18;1;70;19357;2029
18;1;75;14350;2029
18;1;80;9364;2029
18;1;85;5488;2029
18;1;90;2919;2029
18;1;95;1009;2029
18;1;100;184;2029
22;1;0;40278;2029
22;1;5;43635;2029
22;1;10;56138;2029
22;1;15;53809;2029
22;1;20;48536;2029
22;1;25;52105;2029
22;1;30;48212;2029
22;1;35;48137;2029
22;1;40;38344;2029
22;1;45;39745;2029
22;1;50;34503;2029
22;1;55;28143;2029
22;1;60;25228;2029
22;1;65;22280;2029
22;1;70;18006;2029
22;1;75;12601;2029
22;1;80;7475;2029
22;1;85;4282;2029
22;1;90;2001;2029
22;1;95;631;2029
22;1;100;113;2029
26;1;0;12983;2029
26;1;5;15414;2029
26;1;10;22537;2029
26;1;15;24994;2029
26;1;20;23406;2029
26;1;25;20764;2029
26;1;30;22037;2029
26;1;35;23513;2029
26;1;40;23392;2029
26;1;45;22342;2029
26;1;50;20165;2029
26;1;55;16409;2029
26;1;60;14063;2029
26;1;65;12797;2029
26;1;70;10548;2029
26;1;75;8318;2029
26;1;80;5616;2029
26;1;85;3169;2029
26;1;90;1549;2029
26;1;95;550;2029
26;1;100;90;2029
30;1;0;32890;2029
30;1;5;38683;2029
30;1;10;54215;2029
30;1;15;55130;2029
30;1;20;53489;2029
30;1;25;56903;2029
30;1;30;57844;2029
30;1;35;57886;2029
30;1;40;53245;2029
30;1;45;51007;2029
30;1;50;47845;2029
30;1;55;39384;2029
30;1;60;34056;2029
30;1;65;31419;2029
30;1;70;27195;2029
30;1;75;21841;2029
30;1;80;15635;2029
30;1;85;9653;2029
30;1;90;5005;2029
30;1;95;1808;2029
30;1;100;347;2029
34;1;0;20184;2029
34;1;5;21013;2029
34;1;10;27511;2029
34;1;15;27223;2029
34;1;20;26856;2029
34;1;25;28264;2029
34;1;30;27571;2029
34;1;35;26734;2029
34;1;40;19271;2029
34;1;45;18584;2029
34;1;50;17333;2029
34;1;55;14755;2029
34;1;60;13349;2029
34;1;65;11780;2029
34;1;70;9765;2029
34;1;75;7117;2029
34;1;80;4376;2029
34;1;85;2388;2029
34;1;90;1104;2029
34;1;95;358;2029
34;1;100;66;2029
38;1;0;18794;2029
38;1;5;20654;2029
38;1;10;30275;2029
38;1;15;31876;2029
38;1;20;32399;2029
38;1;25;35220;2029
38;1;30;32925;2029
38;1;35;31580;2029
38;1;40;29784;2029
38;1;45;29764;2029
38;1;50;27925;2029
38;1;55;21727;2029
38;1;60;17162;2029
38;1;65;15190;2029
38;1;70;12555;2029
38;1;75;9620;2029
38;1;80;6131;2029
38;1;85;3463;2029
38;1;90;1636;2029
38;1;95;522;2029
38;1;100;71;2029
42;1;0;8030;2029
42;1;5;8944;2029
42;1;10;12410;2029
42;1;15;12882;2029
42;1;20;12357;2029
42;1;25;13534;2029
42;1;30;14657;2029
42;1;35;15097;2029
42;1;40;14650;2029
42;1;45;13923;2029
42;1;50;12416;2029
42;1;55;10688;2029
42;1;60;9438;2029
42;1;65;8791;2029
42;1;70;7283;2029
42;1;75;6167;2029
42;1;80;4642;2029
42;1;85;2988;2029
42;1;90;1516;2029
42;1;95;560;2029
42;1;100;122;2029
46;1;0;9862;2029
46;1;5;10874;2029
46;1;10;14303;2029
46;1;15;15588;2029
46;1;20;16209;2029
46;1;25;16922;2029
46;1;30;17586;2029
46;1;35;17780;2029
46;1;40;14792;2029
46;1;45;13855;2029
46;1;50;13788;2029
46;1;55;10523;2029
46;1;60;8797;2029
46;1;65;7858;2029
46;1;70;6300;2029
46;1;75;4773;2029
46;1;80;3195;2029
46;1;85;1741;2029
46;1;90;878;2029
46;1;95;318;2029
46;1;100;52;2029
50;1;0;46234;2029
50;1;5;54624;2029
50;1;10;79098;2029
50;1;15;85335;2029
50;1;20;81714;2029
50;1;25;74141;2029
50;1;30;77823;2029
50;1;35;78802;2029
50;1;40;73839;2029
50;1;45;69727;2029
50;1;50;67167;2029
50;1;55;55985;2029
50;1;60;47208;2029
50;1;65;42263;2029
50;1;70;38073;2029
50;1;75;32022;2029
50;1;80;23090;2029
50;1;85;13210;2029
50;1;90;5930;2029
50;1;95;1990;2029
50;1;100;309;2029
54;1;0;45874;2029
54;1;5;49904;2029
54;1;10;62848;2029
54;1;15;61129;2029
54;1;20;58264;2029
54;1;25;60617;2029
54;1;30;55938;2029
54;1;35;53147;2029
54;1;40;44925;2029
54;1;45;41043;2029
54;1;50;36850;2029
54;1;55;30272;2029
54;1;60;26630;2029
54;1;65;24157;2029
54;1;70;19239;2029
54;1;75;13103;2029
54;1;80;7673;2029
54;1;85;4080;2029
54;1;90;1873;2029
54;1;95;549;2029
54;1;100;99;2029
58;1;0;16490;2029
58;1;5;19157;2029
58;1;10;27289;2029
58;1;15;28370;2029
58;1;20;27286;2029
58;1;25;25561;2029
58;1;30;28464;2029
58;1;35;30975;2029
58;1;40;28543;2029
58;1;45;25107;2029
58;1;50;22900;2029
58;1;55;19689;2029
58;1;60;16987;2029
58;1;65;15129;2029
58;1;70;11991;2029
58;1;75;9083;2029
58;1;80;5924;2029
58;1;85;3063;2029
58;1;90;1348;2029
58;1;95;456;2029
58;1;100;81;2029
62;1;0;17720;2029
62;1;5;20463;2029
62;1;10;29073;2029
62;1;15;30217;2029
62;1;20;28667;2029
62;1;25;29053;2029
62;1;30;31271;2029
62;1;35;32946;2029
